order_id,customer_id,order_date,order_total,feedback_rating,time_spent
784,342,2021-06-22,3762,4,71
785,794,2021-01-25,4560,2,22
786,169,2022-05-28,2285,4,56
787,682,2021-08-07,416,3,60
788,284,2021-03-23,4292,4,118
789,515,2022-05-11,4854,2,34
790,19,2021-12-28,2768,4,11
791,86,2021-02-03,145,1,28
792,72,2021-06-07,2294,1,14
793,162,2021-11-28,2154,1,62
794,309,2020-08-23,3522,2,57
795,912,2021-04-10,2215,2,113
796,575,2022-05-08,4633,3,100
797,214,2022-01-28,2413,5,8
798,576,2021-05-23,1004,3,48
799,206,2020-09-10,4131,2,18
800,270,2021-12-22,1401,3,41
801,731,2020-08-31,3969,5,76
802,878,2021-07-01,4095,4,95
803,96,2021-01-01,1367,3,72
804,427,2021-01-07,3476,1,77
805,554,2021-05-16,278,3,35
806,790,2022-03-27,4222,4,114
807,464,2021-07-18,2572,2,74
808,804,2021-12-14,1389,4,7
809,842,2022-01-28,1320,3,62
810,313,2021-04-22,2670,3,37
811,692,2022-01-11,1825,3,89
812,630,2021-05-30,282,1,19
813,244,2020-07-23,2601,4,100
814,602,2020-09-02,1723,2,95
815,960,2020-11-08,4309,1,76
816,357,2020-11-01,1421,2,52
817,76,2020-09-28,2828,2,107
818,353,2020-09-20,3337,3,75
819,103,2022-04-16,2097,2,53
820,907,2020-06-14,2962,4,52
821,870,2020-06-23,3459,2,114
822,647,2022-05-19,2026,2,46
823,897,2021-06-17,3520,4,77
824,65,2021-06-25,3299,2,80
825,311,2020-08-09,1403,2,22
826,824,2020-12-17,4171,4,58
827,84,2020-11-30,3587,2,95
828,216,2021-10-12,2513,3,115
829,81,2021-11-10,4851,1,20
830,337,2020-08-11,1908,1,7
831,408,2021-11-20,1931,5,16
832,569,2022-04-20,4242,1,110
833,130,2021-03-18,2123,1,81
834,604,2022-02-28,3110,4,117
835,168,2020-07-29,4155,3,10
836,197,2022-03-24,2241,5,22
837,740,2020-11-25,2185,5,58
838,887,2021-04-17,1279,5,119
839,654,2021-06-16,4415,2,106
840,478,2021-12-28,1187,1,100
841,959,2022-05-23,3808,3,83
842,65,2021-05-28,3106,5,33
843,401,2021-06-10,368,1,24
844,743,2020-09-11,295,3,7
845,930,2021-09-13,4276,1,19
846,301,2021-02-16,3208,3,78
847,284,2020-08-16,1796,2,61
848,201,2021-11-30,3896,5,18
849,991,2021-03-15,624,3,95
850,147,2021-05-25,1677,5,102
851,93,2022-03-17,1493,5,56
852,411,2020-08-15,3682,1,67
853,230,2021-10-03,3302,3,10
854,306,2022-04-24,3261,5,52
855,822,2022-03-02,3187,5,11
856,201,2020-07-03,4843,2,70
857,681,2021-07-04,442,4,51
858,868,2022-03-29,4564,4,21
859,522,2020-11-21,4634,4,42
860,903,2020-11-01,3541,5,18
861,893,2020-07-28,1361,5,81
862,582,2022-05-20,890,2,66
863,548,2021-12-07,998,3,108
864,419,2022-03-23,405,4,35
865,338,2021-01-14,867,3,98
866,840,2022-05-05,2107,4,50
867,748,2020-06-06,1182,2,83
868,875,2021-07-05,1843,5,100
869,950,2022-05-05,2003,2,46
870,428,2022-02-16,3428,1,107
871,746,2022-04-18,2158,5,32
872,641,2022-01-28,3918,1,19
873,878,2021-03-01,249,1,40
874,306,2021-12-11,905,3,69
875,878,2020-11-15,4329,2,99
876,300,2022-03-03,2482,3,36
877,656,2021-06-27,2578,3,9
878,389,2021-10-07,1791,3,18
879,662,2022-02-15,175,5,38
880,351,2021-08-28,4356,1,104
881,71,2020-12-20,4067,3,91
882,15,2022-03-30,1575,3,47
883,863,2021-08-04,2382,5,109
884,256,2021-04-03,3476,5,77
885,949,2020-10-29,3379,2,32
886,442,2021-06-30,525,2,92
887,75,2021-04-15,4000,5,85
888,137,2020-09-30,748,4,7
889,746,2020-12-04,4423,3,83
890,920,2021-01-20,602,5,28
891,124,2021-11-09,1181,4,73
892,699,2021-08-04,944,1,78
893,272,2020-11-26,2617,1,114
894,944,2021-08-15,1115,5,15
895,412,2021-12-04,4988,2,93
896,175,2020-12-26,1057,4,32
897,102,2021-02-07,1876,2,5
898,13,2021-09-07,4410,5,106
899,269,2021-01-04,2343,1,12
900,406,2021-11-14,1244,3,16
901,61,2021-12-14,3631,2,5
902,112,2021-05-13,1929,3,36
903,21,2021-09-30,184,2,33
904,896,2021-07-09,1777,3,79
905,377,2022-01-05,3122,5,108
906,821,2021-08-25,2981,1,113
907,54,2021-03-30,3629,5,82
908,282,2020-11-22,2689,2,96
909,629,2020-11-10,3008,3,46
910,557,2020-12-22,4786,4,51
911,261,2021-11-17,2991,2,103
912,613,2021-07-22,238,5,119
913,483,2021-08-31,4382,1,8
914,291,2022-04-18,811,1,116
915,427,2021-02-26,2669,3,89
916,141,2022-01-01,4552,1,6
917,373,2021-12-01,1280,1,55
918,305,2021-03-18,4526,2,6
919,228,2020-11-22,3136,1,59
920,126,2021-02-19,604,3,28
921,563,2020-09-02,650,2,52
922,610,2021-04-06,4240,2,55
923,682,2021-03-27,2885,4,107
924,53,2020-09-11,1984,5,109
925,271,2021-09-25,223,2,97
926,448,2021-11-20,2985,1,45
927,671,2020-12-27,1188,5,23
928,474,2021-07-24,2811,1,105
929,970,2020-09-19,491,5,104
930,110,2020-11-02,3825,2,26
931,297,2022-03-13,2507,1,67
932,123,2020-11-18,108,1,74
933,654,2021-09-25,209,1,103
934,708,2021-08-25,3734,1,62
935,659,2022-01-02,2395,3,49
936,618,2020-10-16,3706,3,30
937,295,2021-11-29,3622,3,41
938,399,2022-03-18,4449,3,80
939,823,2022-04-07,4053,1,73
940,490,2021-10-03,3202,2,39
941,845,2020-09-13,2722,3,86
942,584,2022-01-30,2685,5,97
943,375,2021-11-15,2262,3,8
944,963,2020-06-29,2119,3,57
945,123,2021-01-02,2852,2,75
946,97,2022-04-03,2149,3,105
947,139,2020-10-31,4048,5,71
948,436,2021-02-20,702,5,94
949,252,2020-09-26,1824,3,60
950,520,2020-12-26,931,2,66
951,169,2021-11-20,3729,1,66
952,608,2022-05-01,4955,2,57
953,565,2021-04-26,1704,3,17
954,999,2021-01-29,1352,2,22
955,646,2021-08-08,4155,4,25
956,649,2021-08-26,3756,3,74
957,661,2021-05-20,2603,5,90
958,874,2020-10-21,3396,5,57
959,51,2021-12-13,1838,2,98
960,708,2021-10-06,3938,4,52
961,714,2022-02-28,227,5,105
962,47,2021-02-26,2777,5,83
963,603,2021-12-31,332,3,53
964,593,2020-07-23,4135,3,40
965,520,2021-11-08,4414,1,66
966,374,2021-09-21,2576,4,77
967,781,2021-08-16,371,3,88
968,260,2021-11-24,4299,5,22
969,191,2022-05-18,1715,4,13
970,4,2020-07-12,476,5,15
971,501,2021-08-31,2967,2,75
972,975,2022-05-27,4026,5,97
973,375,2022-05-15,2308,3,100
974,465,2022-05-26,2513,1,102
975,847,2021-03-08,2596,1,42
976,30,2021-02-20,747,5,34
977,160,2020-11-23,658,3,12
978,242,2020-12-20,3620,1,104
979,994,2021-02-05,3827,3,45
980,537,2020-10-08,4665,2,37
981,28,2020-12-22,4439,4,83
982,403,2020-07-15,3892,2,59
983,168,2022-01-25,550,2,35
984,507,2022-03-25,2417,2,84
985,87,2021-01-20,4218,5,74
986,471,2020-09-15,1775,3,74
987,171,2022-02-16,3245,5,20
988,341,2021-03-09,2051,2,75
989,488,2020-10-10,3843,5,105
990,220,2020-05-29,4555,4,49
991,164,2022-02-04,1043,4,50
992,461,2020-11-25,2281,5,55
993,167,2022-05-06,2600,2,111
994,472,2021-11-26,1138,5,82
995,824,2020-11-10,3495,1,25
996,343,2021-08-29,534,2,47
997,635,2022-02-21,2915,3,53
998,533,2020-10-15,1108,2,112
999,141,2022-05-08,4010,3,96
1000,616,2020-11-22,3990,2,76
1001,174,2021-04-24,1547,1,26
1002,840,2022-05-01,3616,3,7
1003,92,2020-10-08,2897,4,93
1004,9,2020-11-01,4254,2,23
1005,850,2021-01-18,679,5,57
1006,450,2021-04-17,2847,3,20
1007,240,2020-06-01,1635,4,66
1008,755,2020-06-25,1772,4,94
1009,794,2020-07-25,3278,3,78
1010,82,2021-05-29,4042,2,71
1011,312,2021-09-01,802,3,22
1012,472,2020-11-26,4842,3,32
1013,496,2021-10-17,879,4,115
1014,499,2020-12-25,3334,1,82
1015,352,2020-11-10,3637,3,109
1016,856,2021-01-18,287,5,11
1017,322,2020-11-02,4679,2,7
1018,816,2022-03-23,1312,3,23
1019,799,2022-04-06,496,4,119
1020,908,2020-11-09,2826,5,65
1021,977,2020-11-15,351,4,34
1022,44,2020-06-27,2135,4,19
1023,922,2021-01-19,4149,1,115
1024,877,2022-05-02,2436,3,77
1025,332,2020-06-05,1993,5,42
1026,504,2022-01-22,2894,2,26
1027,444,2021-06-07,715,2,107
1028,889,2022-04-11,4215,5,60
1029,754,2021-04-08,4961,3,35
1030,91,2020-11-27,4459,3,95
1031,745,2022-03-11,1508,4,30
1032,60,2020-12-30,4482,2,22
1033,976,2021-01-06,2431,1,106
1034,622,2021-05-24,1206,4,46
1035,156,2022-01-28,1516,1,113
1036,720,2020-07-30,4226,4,85
1037,130,2020-12-02,4624,3,119
1038,613,2021-02-17,2344,2,77
1039,766,2021-11-26,3152,5,75
1040,962,2020-10-26,2585,4,117
1041,654,2020-08-06,2923,4,93
1042,148,2021-09-29,4264,2,48
1043,488,2021-06-29,2228,3,105
1044,35,2021-08-03,1137,4,55
1045,844,2021-11-06,187,3,92
1046,691,2021-07-22,2773,2,106
1047,579,2022-02-20,473,2,96
1048,518,2020-06-16,3723,4,115
1049,887,2020-06-27,1762,2,9
1050,193,2021-12-16,2013,5,114
1051,241,2022-01-20,819,3,56
1052,914,2021-01-07,4968,1,7
1053,266,2020-10-21,2707,1,48
1054,583,2020-06-17,3059,1,66
1055,649,2021-05-15,362,1,16
1056,245,2022-02-17,1321,5,64
1057,539,2021-02-01,658,1,81
1058,52,2021-12-23,1850,3,23
1059,673,2021-05-20,4140,3,76
1060,603,2020-11-21,2615,2,16
1061,983,2021-03-05,3769,3,39
1062,950,2021-02-06,1798,3,31
1063,875,2020-09-20,501,3,79
1064,160,2020-12-24,4443,4,40
1065,969,2021-10-30,234,1,70
1066,222,2020-12-07,4991,5,97
1067,199,2022-02-08,3753,2,67
1068,248,2021-02-02,3474,1,26
1069,409,2021-11-07,3854,4,83
1070,137,2020-10-04,2931,4,61
1071,745,2021-06-23,509,4,55
1072,735,2020-09-28,3971,4,12
1073,599,2022-05-13,4704,4,32
1074,861,2020-06-26,4769,5,40
1075,540,2020-08-11,1055,4,16
1076,929,2022-02-04,2476,2,117
1077,422,2021-06-27,3078,3,51
1078,633,2021-09-23,2811,2,8
1079,460,2022-03-29,1877,2,28
1080,871,2021-01-18,3830,4,12
1081,121,2022-01-10,510,3,85
1082,771,2021-03-10,843,2,73
1083,436,2021-05-27,4474,5,41
1084,728,2020-07-08,3101,2,7
1085,268,2020-11-29,3431,1,12
1086,430,2022-05-19,3569,4,69
1087,111,2020-12-03,4755,4,39
1088,585,2020-08-22,1645,5,88
1089,103,2020-07-23,294,3,73
1090,557,2021-03-02,4515,1,74
1091,741,2022-01-20,3684,3,24
1092,556,2020-08-27,120,2,120
1093,507,2020-09-14,2195,5,27
1094,868,2021-04-12,3938,5,93
1095,293,2020-10-31,732,3,53
1096,549,2021-01-20,3670,5,37
1097,556,2021-07-16,644,4,30
1098,58,2022-02-04,4742,2,40
1099,671,2022-01-14,2928,5,63
1100,166,2021-02-20,2396,2,90
1101,254,2020-06-26,1809,2,21
1102,394,2020-06-22,2005,4,6
1103,693,2022-03-07,4235,1,103
1104,766,2021-11-01,2154,4,99
1105,350,2022-04-27,3234,1,106
1106,865,2021-10-15,4762,3,114
1107,755,2020-09-26,3377,2,103
1108,632,2020-12-08,391,1,97
1109,614,2022-02-08,2498,4,21
1110,687,2020-07-31,146,5,98
1111,905,2021-04-05,671,5,10
1112,435,2020-09-04,1680,1,32
1113,224,2021-10-28,3981,5,35
1114,329,2022-04-10,1904,5,83
1115,271,2021-08-24,1369,4,97
1116,850,2020-08-04,822,5,54
1117,585,2021-08-12,4793,3,39
1118,760,2021-01-08,4937,3,7
1119,567,2021-04-15,1096,1,110
1120,681,2020-10-27,4432,4,11
1121,829,2021-11-22,641,3,34
1122,75,2021-07-26,3225,5,100
1123,270,2022-04-14,3655,1,98
1124,754,2022-04-15,4513,2,5
1125,517,2021-12-10,244,2,111
1126,440,2020-10-16,280,5,16
1127,798,2021-09-18,2080,3,39
1128,620,2020-11-28,1061,4,16
1129,732,2022-04-30,4208,3,116
1130,753,2020-08-20,2125,1,21
1131,452,2021-01-15,1477,4,24
1132,765,2020-10-25,4214,1,68
1133,451,2020-11-27,3316,3,36
1134,274,2022-03-06,3905,3,62
1135,693,2021-06-14,1966,3,93
1136,440,2020-09-21,2712,4,6
1137,571,2020-10-31,1889,5,46
1138,218,2021-11-14,2856,3,108
1139,403,2022-03-05,4784,5,88
1140,190,2021-05-18,4329,3,5
1141,872,2022-05-20,3265,5,57
1142,770,2022-05-11,4779,5,92
1143,369,2020-09-24,3170,5,20
1144,498,2020-10-19,4711,4,90
1145,858,2021-01-24,3713,2,116
1146,878,2022-04-13,4633,4,56
1147,753,2022-05-07,597,5,68
1148,418,2022-03-06,4481,1,104
1149,241,2020-10-18,1204,1,56
1150,544,2022-02-05,3392,4,100
1151,738,2020-10-23,4822,1,6
1152,164,2020-11-16,1896,5,22
1153,517,2021-11-30,2084,1,25
1154,383,2021-02-12,1947,1,65
1155,487,2021-06-03,999,1,31
1156,160,2021-08-25,796,2,62
1157,919,2022-03-26,2517,1,53
1158,298,2021-06-17,1839,5,63
1159,747,2021-06-12,3939,5,13
1160,225,2021-12-21,4774,3,71
1161,415,2022-04-27,3864,4,52
1162,470,2021-08-12,1994,3,97
1163,2,2021-01-19,2625,4,86
1164,513,2022-02-06,4270,1,48
1165,386,2020-12-11,2243,2,40
1166,519,2020-07-30,3842,1,70
1167,225,2020-10-24,963,1,50
1168,307,2020-11-14,3079,4,108
1169,915,2021-09-24,454,4,49
1170,563,2020-08-15,1766,4,115
1171,999,2020-12-13,1790,1,61
1172,172,2020-07-24,2505,1,119
1173,288,2021-09-22,575,2,106
1174,98,2020-12-28,2912,3,53
1175,40,2020-07-16,1719,4,64
1176,417,2022-05-21,4359,5,80
1177,316,2020-09-23,2489,4,25
1178,601,2021-07-04,2365,1,74
1179,976,2021-10-10,3766,1,93
1180,7,2020-10-01,1415,5,45
1181,58,2020-06-11,1939,4,33
1182,986,2021-12-24,3971,5,56
1183,32,2022-03-25,264,3,88
1184,858,2021-09-04,3728,1,25
1185,820,2022-03-08,2470,5,75
1186,593,2020-08-27,3212,3,51
1187,182,2021-07-15,2777,4,58
1188,476,2021-06-21,1694,5,73
1189,938,2021-01-13,2439,1,75
1190,684,2021-12-12,1362,1,57
1191,263,2022-03-31,2503,5,112
1192,197,2021-02-26,1900,2,104
1193,706,2021-09-29,263,5,6
1194,243,2020-08-08,4759,1,114
1195,166,2022-05-08,973,5,36
1196,505,2020-09-13,1823,2,71
1197,85,2021-01-31,181,2,38
1198,575,2020-07-26,153,3,68
1199,40,2020-12-09,2647,5,12
1200,707,2022-03-22,2616,2,29
1201,618,2022-03-17,567,2,62
1202,915,2022-04-04,4700,3,40
1203,459,2022-02-22,1406,2,32
1204,885,2021-08-09,2370,2,63
1205,52,2021-08-30,4034,2,44
1206,370,2021-07-20,1951,2,101
1207,105,2021-10-09,1492,5,95
1208,223,2022-05-17,4650,3,100
1209,177,2021-11-05,1351,4,6
1210,559,2020-06-19,1546,5,89
1211,958,2020-06-24,4206,2,32
1212,940,2022-03-17,3117,5,119
1213,526,2020-10-17,875,5,118
1214,505,2021-05-27,722,3,30
1215,389,2021-06-25,4673,2,12
1216,16,2022-02-12,4010,1,29
1217,806,2022-03-24,4639,4,63
1218,213,2022-04-26,671,4,14
1219,428,2020-08-22,1785,4,99
1220,177,2022-01-13,901,1,62
1221,660,2021-10-31,558,4,5
1222,628,2020-08-21,1876,2,30
1223,921,2020-06-18,2015,5,68
1224,174,2021-01-02,3591,1,91
1225,116,2021-12-21,2740,1,18
1226,226,2022-03-13,2642,1,109
1227,731,2020-12-26,4463,3,50
1228,554,2020-06-19,3483,2,81
1229,617,2021-03-05,3038,4,98
1230,375,2022-04-04,910,1,103
1231,273,2020-10-07,2647,1,12
1232,680,2021-10-08,3154,2,44
1233,889,2021-09-14,3672,1,114
1234,514,2021-12-25,4944,4,108
1235,517,2022-03-27,3170,5,54
1236,230,2020-07-23,2067,5,104
1237,947,2021-01-22,3364,5,39
1238,283,2021-06-27,2529,5,66
1239,837,2021-07-22,801,2,29
1240,677,2020-09-18,2228,5,74
1241,223,2021-10-28,4932,1,34
1242,531,2022-04-10,1104,3,71
1243,670,2020-10-11,2263,4,82
1244,295,2020-07-08,504,4,64
1245,837,2021-06-20,645,5,35
1246,912,2020-08-12,3019,5,35
1247,581,2021-04-25,4500,5,30
1248,244,2020-11-18,3617,5,109
1249,110,2021-03-03,189,5,19
1250,913,2021-10-05,4845,4,60
1251,89,2022-03-31,1149,5,86
1252,420,2022-01-22,4208,3,26
1253,341,2021-08-22,4969,2,110
1254,598,2021-11-20,3534,4,111
1255,472,2020-10-14,1866,1,76
1256,387,2022-03-26,4263,2,57
1257,227,2021-12-17,4800,1,54
1258,761,2021-06-09,3501,2,83
1259,115,2021-08-02,3193,3,16
1260,974,2021-02-08,2884,5,23
1261,957,2022-03-23,4123,2,45
1262,690,2022-03-24,2912,2,17
1263,979,2022-04-02,760,1,54
1264,174,2020-12-11,4253,3,116
1265,514,2020-09-12,3577,3,108
1266,344,2020-05-29,4028,4,112
1267,943,2021-11-26,2562,1,113
1268,561,2021-10-08,593,2,26
1269,64,2020-06-21,3128,3,87
1270,44,2021-08-25,953,2,18
1271,187,2022-03-26,1844,1,10
1272,557,2022-05-17,4447,5,35
1273,713,2020-11-09,542,2,107
1274,453,2021-11-27,3243,1,109
1275,584,2020-11-27,1750,2,111
1276,408,2021-11-21,1139,3,66
1277,780,2021-02-03,2714,4,12
1278,179,2022-02-14,3168,2,15
1279,14,2021-12-21,4970,1,76
1280,648,2021-03-30,3108,4,44
1281,221,2021-07-11,3930,1,32
1282,623,2021-03-25,3309,4,25
1283,676,2021-08-12,3654,4,51
1284,673,2021-12-03,2555,3,18
1285,333,2021-04-05,3030,5,78
1286,626,2021-08-28,182,5,103
1287,536,2020-08-14,4447,3,51
1288,954,2021-11-06,4228,3,82
1289,702,2020-11-22,1578,2,112
1290,914,2020-11-01,2316,3,86
1291,622,2020-06-23,2378,3,59
1292,784,2021-07-13,1016,3,27
1293,480,2020-10-24,1475,3,18
1294,499,2021-08-06,4933,2,41
1295,437,2021-08-18,2748,2,65
1296,460,2021-02-13,2867,2,48
1297,806,2021-02-15,4208,2,35
1298,934,2021-01-05,1874,5,109
1299,863,2021-10-21,4798,3,14
1300,678,2022-05-24,862,3,28
1301,116,2021-09-24,4199,4,38
1302,795,2020-07-18,317,5,105
1303,446,2022-02-24,3091,5,49
1304,101,2020-07-15,2637,3,93
1305,965,2021-04-05,1594,5,5
1306,713,2021-01-25,550,2,18
1307,874,2021-09-22,2130,2,6
1308,144,2022-05-11,3570,1,27
1309,62,2021-04-20,880,3,117
1310,298,2021-12-02,619,3,17
1311,340,2021-11-23,714,4,75
1312,740,2020-06-25,505,2,53
1313,209,2020-07-20,4143,5,96
1314,219,2021-05-22,1308,5,117
1315,714,2020-12-28,927,3,78
1316,237,2021-10-15,3752,3,98
1317,966,2021-06-20,2834,5,33
1318,833,2022-04-28,3345,1,17
1319,718,2020-08-05,3014,5,115
1320,665,2022-05-05,976,5,12
1321,607,2021-10-19,1051,2,5
1322,87,2020-07-26,4375,2,85
1323,78,2021-01-28,4881,3,106
1324,431,2021-05-24,1588,1,86
1325,465,2022-01-06,2895,1,92
1326,606,2021-11-26,1732,4,40
1327,964,2021-02-15,4514,2,53
1328,909,2022-04-13,2174,5,80
1329,53,2022-05-08,672,1,112
1330,135,2021-04-17,2098,4,18
1331,240,2020-06-19,3537,2,88
1332,502,2021-12-05,2114,2,8
1333,956,2020-11-04,3473,5,72
1334,877,2021-08-05,322,2,7
1335,761,2021-08-26,3580,2,117
1336,203,2021-03-01,4502,4,64
1337,73,2021-10-01,3385,2,41
1338,981,2021-04-27,2086,2,30
1339,830,2020-06-14,4828,5,52
1340,572,2022-01-12,1747,5,43
1341,271,2022-01-29,4132,5,5
1342,320,2020-08-12,3426,3,26
1343,652,2021-12-05,756,3,14
1344,20,2021-01-03,2578,2,83
1345,497,2021-10-07,2798,4,25
1346,744,2020-10-28,3478,2,19
1347,153,2021-02-20,3786,4,26
1348,134,2020-11-13,1642,1,108
1349,31,2020-11-19,1796,2,85
1350,902,2021-02-21,4933,1,8
1351,496,2020-12-15,2242,3,97
1352,875,2020-12-01,3521,5,90
1353,968,2021-05-23,2760,5,50
1354,274,2020-10-10,3180,3,111
1355,949,2022-02-02,2089,2,103
1356,849,2021-07-27,3243,5,79
1357,589,2021-08-16,3988,1,107
1358,913,2020-07-04,3251,2,102
1359,453,2021-07-15,3293,2,59
1360,308,2022-01-15,1912,2,33
1361,393,2021-05-22,4074,5,111
1362,776,2021-06-27,2847,4,21
1363,17,2022-03-12,3531,5,80
1364,187,2020-08-08,1961,5,26
1365,681,2020-08-11,2685,5,56
1366,158,2020-12-17,403,3,9
1367,761,2020-09-14,1713,3,69
1368,444,2020-08-18,3161,1,13
1369,837,2021-11-23,2202,5,119
1370,39,2020-12-22,4292,1,102
1371,506,2021-04-29,292,2,37
1372,453,2020-12-13,221,1,78
1373,263,2020-06-29,1373,5,88
1374,389,2021-02-18,1276,3,118
1375,554,2020-06-11,513,3,57
1376,537,2020-09-12,1522,2,109
1377,796,2021-04-07,4349,2,117
1378,173,2020-10-12,2933,3,10
1379,335,2020-08-16,2650,2,89
1380,265,2022-01-03,4540,5,29
1381,192,2021-01-19,3359,4,36
1382,733,2020-08-03,1040,5,82
1383,437,2020-07-19,1467,1,63
1384,57,2021-06-23,309,1,84
1385,1,2020-08-13,2547,2,69
1386,480,2020-10-14,2481,3,91
1387,6,2021-11-22,2107,5,73
1388,908,2022-04-21,3229,4,95
1389,983,2021-05-07,1726,3,17
1390,796,2021-06-30,3951,3,95
1391,293,2022-02-12,1642,4,113
1392,299,2020-06-16,1046,4,59
1393,714,2021-05-07,3519,2,109
1394,730,2022-03-30,391,5,15
1395,213,2021-03-03,3032,5,62
1396,338,2021-12-17,1957,2,11
1397,128,2020-08-19,1373,2,5
1398,296,2021-08-04,1377,2,73
1399,194,2021-11-19,810,4,106
1400,462,2021-04-22,1025,5,25
1401,158,2021-07-08,2451,3,46
1402,613,2022-05-19,678,5,18
1403,766,2020-07-23,2417,3,60
1404,254,2021-04-12,2525,1,75
1405,399,2021-08-31,4680,1,117
1406,899,2021-12-09,4500,4,62
1407,834,2020-08-20,1733,4,39
1408,198,2021-10-12,3099,2,49
1409,718,2022-02-07,1095,4,103
1410,129,2022-05-17,378,4,39
1411,202,2021-02-15,1713,4,11
1412,149,2021-08-20,1630,1,51
1413,300,2020-09-22,1157,4,110
1414,282,2021-05-08,1606,5,54
1415,408,2022-04-29,108,4,73
1416,627,2021-08-27,2774,4,29
1417,362,2020-10-02,288,1,114
1418,178,2022-04-18,4264,1,31
1419,502,2021-10-08,3538,3,110
1420,264,2020-08-08,519,4,37
1421,630,2022-03-04,213,2,48
1422,450,2020-12-09,1833,4,22
1423,858,2021-03-23,2906,2,64
1424,584,2021-01-19,1648,2,113
1425,998,2022-04-05,2331,2,77
1426,495,2022-01-22,4034,5,72
1427,926,2022-05-26,3788,1,84
1428,671,2020-11-16,540,4,6
1429,997,2021-07-31,785,5,105
1430,69,2021-11-01,4035,3,27
1431,138,2021-02-07,3180,4,47
1432,162,2020-07-26,1507,4,75
1433,435,2021-10-11,972,5,76
1434,708,2022-04-20,699,3,53
1435,32,2020-08-27,188,5,98
1436,45,2020-06-07,188,4,66
1437,316,2021-07-09,3962,5,71
1438,912,2021-06-01,710,4,47
1439,965,2021-04-26,1813,3,51
1440,866,2020-08-25,3716,1,59
1441,946,2021-10-26,2920,1,112
1442,791,2021-04-08,1357,2,73
1443,543,2021-01-05,4626,4,82
1444,179,2021-12-18,1561,2,57
1445,658,2020-11-02,3694,4,37
1446,394,2021-07-20,2350,2,114
1447,20,2022-01-08,1217,1,83
1448,937,2020-11-29,624,2,80
1449,627,2021-12-14,2901,2,6
1450,911,2020-08-13,2700,1,56
1451,440,2021-04-07,4918,1,31
1452,421,2022-03-23,2450,3,63
1453,102,2022-01-29,2360,2,70
1454,711,2021-04-29,3553,3,69
1455,32,2021-07-08,4736,4,103
1456,229,2020-11-19,757,1,102
1457,489,2022-05-13,4059,1,114
1458,841,2021-06-01,2372,1,100
1459,759,2020-10-21,4276,5,11
1460,519,2021-10-05,2354,3,27
1461,507,2022-01-20,4103,1,87
1462,647,2021-09-22,1980,2,67
1463,606,2021-01-10,2927,3,25
1464,175,2020-06-29,2130,2,93
1465,414,2020-10-20,1635,5,18
1466,750,2021-12-17,3745,3,20
1467,165,2020-12-28,3173,1,15
1468,306,2020-10-01,1537,1,33
1469,757,2022-01-07,2083,5,31
1470,242,2021-04-04,2865,2,42
1471,227,2021-08-16,910,2,15
1472,288,2021-04-15,629,2,112
1473,502,2021-08-02,3878,2,34
1474,257,2021-11-12,1828,2,117
1475,506,2021-01-20,3238,5,33
1476,582,2020-07-31,4256,4,59
1477,240,2020-08-30,2201,3,5
1478,581,2020-10-16,4950,5,55
1479,859,2022-05-08,2167,3,72
1480,455,2021-11-23,4236,1,16
1481,245,2020-10-19,120,1,92
1482,832,2020-12-01,4684,2,13
1483,260,2022-04-28,2029,1,71
1484,761,2020-12-03,4283,5,57
1485,566,2022-04-14,1533,1,18
1486,667,2021-01-30,2535,5,53
1487,7,2020-10-20,3168,4,93
1488,983,2021-05-15,3984,5,25
1489,445,2021-06-24,131,1,28
1490,755,2022-04-10,3974,3,84
1491,505,2022-02-07,4860,5,76
1492,574,2021-08-26,2460,2,53
1493,62,2020-08-19,1136,4,19
1494,512,2022-05-10,3434,2,15
1495,442,2020-11-21,4700,5,33
1496,960,2021-11-27,3223,3,46
1497,692,2022-01-17,3693,1,71
1498,765,2020-08-16,4568,2,70
1499,256,2021-11-15,3947,3,33
1500,421,2022-02-25,4528,2,20
1501,199,2020-07-02,3247,5,120
1502,168,2021-08-13,2987,4,74
1503,348,2022-04-01,4187,2,72
1504,724,2022-01-12,411,1,109
1505,30,2022-03-06,1038,4,99
1506,710,2022-02-16,3314,3,19
1507,521,2021-01-18,1176,2,9
1508,157,2021-09-12,1324,3,54
1509,479,2020-09-07,3906,5,19
1510,40,2021-09-09,3244,5,101
1511,292,2021-02-11,650,1,19
1512,700,2021-07-15,3586,3,23
1513,146,2020-11-01,2986,4,27
1514,437,2020-12-09,1236,1,57
1515,480,2020-08-12,4642,5,46
1516,250,2020-07-20,3134,2,87
1517,674,2021-01-23,4488,4,27
1518,111,2022-04-06,3877,3,119
1519,12,2021-08-05,220,3,20
1520,369,2021-06-10,4954,1,10
1521,875,2022-01-05,2735,2,39
1522,76,2022-02-23,2614,4,67
1523,801,2021-12-10,4833,2,59
1524,658,2020-12-27,1771,1,54
1525,542,2021-07-22,1568,5,60
1526,438,2021-10-22,4610,2,43
1527,609,2021-10-11,3451,3,118
1528,756,2022-05-25,2782,5,118
1529,35,2021-12-12,900,2,79
1530,590,2021-08-22,965,2,119
1531,712,2021-02-20,1133,3,86
1532,78,2021-04-23,4189,3,46
1533,312,2022-03-15,3033,2,90
1534,227,2021-02-02,3399,4,103
1535,555,2020-10-15,4981,5,23
1536,790,2022-04-15,1353,1,14
